scope,term,early_count,late_count,early_share_per_1000,late_share_per_1000,delta_share_per_1000,growth_ratio,direction,score,total_docs,early_period,late_period,weight
Core ML & Deep Learning,node physic,1306,3505,11.305597396076802,23.367134009346852,12.06153661327005,2.021679480385999,rising,102.26817775096278,4811,2000-2019,2020-2025,102.26817775096278
Core ML & Deep Learning,reinforcement,1089,3242,9.427102269776139,21.613765608645505,12.186663338869366,2.2276153713025244,rising,102.04849389137532,4331,2000-2019,2020-2025,102.04849389137532
Core ML & Deep Learning,reinforcement learning,1078,3221,9.331879014525875,21.473762808589505,12.14188379406363,2.2349504887239657,rising,101.58349598112372,4299,2000-2019,2020-2025,101.58349598112372
Core ML & Deep Learning,large language model,0,1997,0.0,13.31359960532544,13.31359960532544,27.62719921065088,rising,101.1820517246303,1997,2000-2019,2020-2025,101.1820517246303
Core ML & Deep Learning,attention,257,2270,2.224761509028896,15.133636006053454,12.908874497024557,5.737616284672663,rising,101.14340375786404,2527,2000-2019,2020-2025,101.14340375786404
Core ML & Deep Learning,leverage statistic,451,2404,3.904153465260825,16.026987206410794,12.12283374114997,3.7525911248944244,rising,96.46353774114793,2855,2000-2019,2020-2025,96.46353774114793
Core ML & Deep Learning,credit card,516,2463,4.466836337194204,16.42032840656813,11.953492069373928,3.4066611536724256,rising,95.62409445758716,2979,2000-2019,2020-2025,95.62409445758716
Core ML & Deep Learning,card fraud,464,2353,4.016690039647501,15.686980406274792,11.670290366627292,3.583814754651192,rising,92.70625063038051,2817,2000-2019,2020-2025,92.70625063038051
Core ML & Deep Learning,generative grammar,564,2444,4.882355996468083,16.293659206517464,11.411303210049383,3.120131633347462,rising,91.39727058679944,3008,2000-2019,2020-2025,91.39727058679944
Core ML & Deep Learning,network image,632,2516,5.471008847106079,16.773668806709466,11.302659959603387,2.892922996602384,rising,91.04112004804144,3148,2000-2019,2020-2025,91.04112004804144
Core ML & Deep Learning,image synthesi,539,2386,4.665939507262937,15.906984806362795,11.241045299099858,3.1759924372509123,rising,89.71918431839582,2925,2000-2019,2020-2025,89.71918431839582
Core ML & Deep Learning,data quality,632,2464,5.471008847106079,16.426995206570798,10.955986359464719,2.834863528091182,rising,88.06629101058331,3096,2000-2019,2020-2025,88.06629101058331
Core ML & Deep Learning,representation politic,3155,5465,27.311760937689364,36.43406201457363,9.122301076884263,1.3280015637025735,rising,82.665894318155,8620,2000-2019,2020-2025,82.665894318155
Core ML & Deep Learning,intrusion detection,434,2141,3.756990252601326,14.273618805709448,10.516628553108122,3.470437546029547,rising,82.5975279570163,2575,2000-2019,2020-2025,82.5975279570163
Core ML & Deep Learning,quality management,501,2200,4.336986443671116,14.666960005866784,10.329973562195669,3.135621772459538,rising,81.62484296145833,2701,2000-2019,2020-2025,81.62484296145833
Core ML & Deep Learning,network security,370,2027,3.2029640402361537,13.513603605405441,10.310639565169287,3.784428758457977,rising,80.24142170569915,2397,2000-2019,2020-2025,80.24142170569915
Core ML & Deep Learning,graph embedding,441,2106,3.817586869578767,14.040280805616112,10.222693936037345,3.367686915129676,rising,80.17724296339057,2547,2000-2019,2020-2025,80.17724296339057
Core ML & Deep Learning,security intrusion,360,1973,3.1163974445540954,13.153596405261439,10.037198960707343,3.7754689894005655,rising,77.84187867223622,2333,2000-2019,2020-2025,77.84187867223622
Core ML & Deep Learning,benchmark surveying,2926,5074,25.32938589657023,33.82734321353094,8.497957316960708,1.32900345950885,rising,76.37387715939029,8000,2000-2019,2020-2025,76.37387715939029
Core ML & Deep Learning,random forest,1297,3033,11.227687459962949,20.22040440808816,8.992716948125212,1.7667937075254923,rising,75.30099864465805,4330,2000-2019,2020-2025,75.30099864465805
Core ML & Deep Learning,representation learning,282,1830,2.4411779982340414,12.200244004880098,9.759066006646057,4.318080718849947,rising,74.71408228582156,2112,2000-2019,2020-2025,74.71408228582156
Core ML & Deep Learning,ethic social,167,1646,1.4456621478903722,10.97355280438942,9.527890656499048,5.896991323406213,rising,71.4905231651153,1813,2000-2019,2020-2025,71.4905231651153
Core ML & Deep Learning,social impact,167,1646,1.4456621478903722,10.97355280438942,9.527890656499048,5.896991323406213,rising,71.4905231651153,1813,2000-2019,2020-2025,71.4905231651153
Core ML & Deep Learning,health record,795,2361,6.882044356723627,15.740314806296126,8.8582704495725,2.1999752401249544,rising,71.37442890794394,3156,2000-2019,2020-2025,71.37442890794394
Core ML & Deep Learning,federated,24,1464,0.2077598296369397,9.760195203904079,9.552435374267139,14.496718765696636,rising,69.78875581565521,1488,2000-2019,2020-2025,69.78875581565521
Core ML & Deep Learning,material science,1965,3751,17.010336051524437,25.007166810002868,7.996830758478431,1.456692020926819,rising,69.18217802953608,5716,2000-2019,2020-2025,69.18217802953608
Core ML & Deep Learning,political science,1434,3070,12.413649820807146,20.46707600818683,8.053426187379683,1.6236367176693596,rising,67.75301683855683,4504,2000-2019,2020-2025,67.75301683855683
Core ML & Deep Learning,digital media,254,1660,2.1987915303242787,11.066888004426755,8.868096474102476,4.2859509059734275,rising,67.02039879193474,1914,2000-2019,2020-2025,67.02039879193474
Core ML & Deep Learning,internal medicine,1031,2560,8.925016014820201,17.067008006826804,8.141991992006602,1.8638703615149161,rising,66.65412782720155,3591,2000-2019,2020-2025,66.65412782720155
Core ML & Deep Learning,media forensic,253,1652,2.1901348707560726,11.013553604405422,8.82341873364935,4.279916865718147,rising,66.6411824646516,1905,2000-2019,2020-2025,66.6411824646516
Core ML & Deep Learning,forensic detection,253,1651,2.1901348707560726,11.006886804402754,8.816751933646682,4.27743862565846,rising,66.58620270846026,1904,2000-2019,2020-2025,66.58620270846026
Core ML & Deep Learning,covid-19 diagnosi,198,1590,1.7140185945047526,10.600212004240085,8.886193409735332,5.013603784444755,rising,66.55236429926734,1788,2000-2019,2020-2025,66.55236429926734
Core ML & Deep Learning,code set,534,1952,4.622656209421908,13.013593605205438,8.39093739578353,2.6380051779290588,rising,65.6073335440755,2486,2000-2019,2020-2025,65.6073335440755
Core ML & Deep Learning,electronic health,661,2055,5.722051974584048,13.700274005480109,7.978222030896061,2.282249338881393,rising,63.08606429726862,2716,2000-2019,2020-2025,63.08606429726862
Healthcare AI,computer vision,5117,5747,276.4003673094582,165.92562651576395,-110.47474079369425,0.6010307177735523,fading,1026.6751177125345,10864,2000-2019,2020-2025,1026.6751177125345
Healthcare AI,psychiatry mental,2833,1869,153.0276022254632,53.961196443007275,-99.06640578245592,0.3547322804079764,fading,837.701156679313,4702,2000-2019,2020-2025,837.701156679313
Healthcare AI,health neuroscience,2833,1869,153.0276022254632,53.961196443007275,-99.06640578245592,0.3547322804079764,fading,837.701156679313,4702,2000-2019,2020-2025,837.701156679313
Healthcare AI,mental health,2833,1870,153.0276022254632,53.99006813719829,-99.0375340882649,0.3549203358050028,fading,837.4780750427386,4703,2000-2019,2020-2025,837.4780750427386
Healthcare AI,image retrieval,2078,1168,112.24544914384487,33.72213881510567,-78.5233103287392,0.3035345468484833,fading,634.8991869647475,3246,2000-2019,2020-2025,634.8991869647475
Healthcare AI,retrieval classification,2029,1098,109.59866040079943,31.701120221734612,-77.89754017906482,0.29247513189089447,fading,626.9310180140694,3127,2000-2019,2020-2025,626.9310180140694
Healthcare AI,image mathematic,3865,5079,208.7722141198077,146.63933479616583,-62.13287932364187,0.703100196148969,fading,565.3377487818345,8944,2000-2019,2020-2025,565.3377487818345
Healthcare AI,image segmentation,3412,4220,184.30292227083672,121.83854948608385,-62.46437278475287,0.6619946696881307,fading,558.4462487668139,7632,2000-2019,2020-2025,558.4462487668139
Healthcare AI,medical image,2648,2875,143.03462431804678,83.0061207991685,-60.02850351887828,0.5817838113689839,fading,517.2570616325878,5523,2000-2019,2020-2025,517.2570616325878
Healthcare AI,digital radiography,1736,1377,93.77194403932371,39.75632290102783,-54.015621138295884,0.42702336640300625,fading,434.48347220690624,3113,2000-2019,2020-2025,434.48347220690624
Healthcare AI,breast imaging,1947,1829,105.16934046345811,52.80632867536667,-52.36301178809144,0.5044635316314927,fading,431.29765064799216,3776,2000-2019,2020-2025,431.29765064799216
Healthcare AI,radiography breast,1722,1370,93.01571868416788,39.554221041690724,-53.461497642477156,0.42831538489231397,fading,429.66453786573516,3092,2000-2019,2020-2025,429.66453786573516
Healthcare AI,computer-aided diagnosi,1209,537,65.30546102738616,15.504099780575125,-49.801361246811034,0.24320321643084794,fading,371.7997970441592,1746,2000-2019,2020-2025,371.7997970441592
Healthcare AI,image processing,1360,1266,73.46189164370982,36.551564845825155,-36.910326797884665,0.5009548028369857,fading,290.6170674923957,2626,2000-2019,2020-2025,290.6170674923957
Healthcare AI,medical physic,1598,1812,86.31772268135904,52.315509874119414,-34.00221280723963,0.608349404279636,fading,276.5998672597859,3410,2000-2019,2020-2025,276.5998672597859
Healthcare AI,digital mammography,839,522,45.31950521255334,15.071024367709898,-30.248480844843442,0.3398339701722455,fading,218.29449867153096,1361,2000-2019,2020-2025,218.29449867153096
Healthcare AI,classifier uml,1353,1646,73.0837789661319,47.5228086384109,-25.560970327721,0.6526276485543663,fading,204.6505238295357,2999,2000-2019,2020-2025,204.6505238295357
Healthcare AI,political science,666,449,35.974720466699075,12.963390691765794,-23.01132977493328,0.36911566475355684,fading,161.48214805284132,1115,2000-2019,2020-2025,161.48214805284132
Healthcare AI,operating characteristic,707,569,38.18938043536974,16.427993994687608,-21.761386440682134,0.4375359285725877,fading,155.64328650377962,1276,2000-2019,2020-2025,155.64328650377962
Healthcare AI,receiver operating,707,569,38.18938043536974,16.427993994687608,-21.761386440682134,0.4375359285725877,fading,155.64328650377962,1276,2000-2019,2020-2025,155.64328650377962
Healthcare AI,breast lesion,848,954,45.80565008372495,27.543596258228433,-18.262053825496515,0.6056193187553351,fading,136.91440185104025,1802,2000-2019,2020-2025,136.91440185104025
Healthcare AI,lesion carcinoma,673,624,36.35283314427699,18.01593717519344,-18.336895969083553,0.5024291376107903,fading,131.44950382219426,1297,2000-2019,2020-2025,131.44950382219426
Healthcare AI,expression cancer,1270,1811,68.60044293199374,52.286638179928396,-16.313804752065344,0.7639117195222493,fading,131.05424264319234,3081,2000-2019,2020-2025,131.05424264319234
Healthcare AI,vector machine,1472,2207,79.51169448495652,63.71982907957039,-15.791865405386133,0.8026305341107948,fading,129.6617644364325,3679,2000-2019,2020-2025,129.6617644364325
Healthcare AI,support vector,1472,2208,79.51169448495652,63.748700773761406,-15.762993711195115,0.802991377539707,fading,129.4289913802556,3680,2000-2019,2020-2025,129.4289913802556
Healthcare AI,engineering drawing,439,159,23.713066493815155,4.590599376371405,-19.12246711744375,0.21024182862884047,fading,122.29317961741346,598,2000-2019,2020-2025,122.29317961741346
Healthcare AI,digital mammogram,433,153,23.388969913034085,4.4173692112253145,-18.97160070180877,0.20584266417206812,fading,120.94442534589906,586,2000-2019,2020-2025,120.94442534589906
Healthcare AI,nuclear medicine,459,223,24.793388429752067,6.438387804596374,-18.355000625155693,0.27431626347203436,fading,119.79381722749727,682,2000-2019,2020-2025,119.79381722749727
Healthcare AI,gene expression,1283,1894,69.30265219035273,54.682988797782656,-14.619663392570075,0.7905571932610517,fading,117.89307300976517,3177,2000-2019,2020-2025,117.89307300976517
Healthcare AI,aesthetic perception,475,290,25.657645978501595,8.372791315394387,-17.284854663107208,0.33920450344372516,fading,114.7918685951851,765,2000-2019,2020-2025,114.7918685951851
Healthcare AI,art aesthetic,472,285,25.495597688111058,8.228432844439311,-17.267164843671747,0.3357658073171063,fading,114.49310304608231,757,2000-2019,2020-2025,114.49310304608231
Healthcare AI,cancer incidence,607,593,32.787770755685195,17.12091465527197,-15.666856100413224,0.5293509975360098,fading,111.09226380353384,1200,2000-2019,2020-2025,111.09226380353384
Healthcare AI,incidence screening,603,585,32.571706368497814,16.88994110174385,-15.681765266753963,0.5258253356503098,fading,111.04050824079869,1188,2000-2019,2020-2025,111.04050824079869
Healthcare AI,global cancer,603,585,32.571706368497814,16.88994110174385,-15.681765266753963,0.5258253356503098,fading,111.04050824079869,1188,2000-2019,2020-2025,111.04050824079869
Healthcare AI,false positive,465,299,25.117485010533137,8.632636563113524,-16.484848447419616,0.3565001232306161,fading,109.45734683031439,764,2000-2019,2020-2025,109.45734683031439
Healthcare AI,computer graphic,478,378,25.81969426889213,10.913500404203718,-14.90619386468841,0.4336486696083551,fading,100.6680548677563,856,2000-2019,2020-2025,100.6680548677563
Healthcare AI,digital image,430,284,23.226921622643548,8.199561150248297,-15.027360472395252,0.3666535966446637,fading,98.76405889549329,714,2000-2019,2020-2025,98.76405889549329
Healthcare AI,positive paradox,408,258,22.038567493112946,7.448897101281903,-14.589670391831042,0.3526797833851166,fading,94.87356339718879,666,2000-2019,2020-2025,94.87356339718879
Healthcare AI,computer-aided detection,322,50,17.393183168584237,1.4435847095507564,-15.949598459033481,0.10862151754882743,fading,94.44679803699692,372,2000-2019,2020-2025,94.44679803699692
Healthcare AI,graphic image,422,302,22.794792848268784,8.719251645686569,-14.075541202582215,0.3957644828926531,fading,92.70393049518607,724,2000-2019,2020-2025,92.70393049518607
Healthcare AI,feature extraction,1335,2111,72.1114892237887,60.948146437232936,-11.16334278655576,0.8462592778926442,fading,90.92832462650033,3446,2000-2019,2020-2025,90.92832462650033
Healthcare AI,data compression,325,119,17.555231458974774,3.4357316087308005,-14.119499850243972,0.21798289419183564,fading,86.10175891382285,444,2000-2019,2020-2025,86.10175891382285
Healthcare AI,image signal,344,180,18.58153729811484,5.196904954382723,-13.384632343732115,0.29855586923520827,fading,83.83328296715938,524,2000-2019,2020-2025,83.83328296715938
Healthcare AI,region interest,358,213,19.337762653270676,6.149670862686222,-13.188091790584455,0.3352026626646772,fading,83.73302780949558,571,2000-2019,2020-2025,83.73302780949558
Healthcare AI,texture cosmology,320,124,17.285150974990547,3.580090079685876,-13.70506089530467,0.2294099209741482,fading,83.57447938117964,444,2000-2019,2020-2025,83.57447938117964
Healthcare AI,signal denoising,340,173,18.365472910927455,4.994803095045618,-13.370669815881836,0.29126240942854187,fading,83.46270619941673,513,2000-2019,2020-2025,83.46270619941673
Healthcare AI,computer aided,310,100,16.744990007022093,2.8871694191015127,-13.85782058792058,0.19641469306287046,fading,83.40458495816502,410,2000-2019,2020-2025,83.40458495816502
Healthcare AI,world wide,398,322,21.498406525144492,9.296685529506872,-12.20172099563762,0.4453361437024596,fading,80.2951227261244,720,2000-2019,2020-2025,80.2951227261244
Healthcare AI,wide web,398,322,21.498406525144492,9.296685529506872,-12.20172099563762,0.4453361437024596,fading,80.2951227261244,720,2000-2019,2020-2025,80.2951227261244
Healthcare AI,advanced data,301,102,16.258845135850482,2.944912807483543,-13.313932328366938,0.2055578877636499,fading,79.90243155962929,403,2000-2019,2020-2025,79.90243155962929
Healthcare AI,cluster analysi,488,523,26.359855236860586,15.099896061900912,-11.259959174959674,0.5807885382975819,fading,77.91535765290963,1011,2000-2019,2020-2025,77.91535765290963
Healthcare AI,virtual microscopy,287,110,15.502619780694648,3.1758863610116643,-12.326733419682984,0.22970528647104432,fading,73.79339799886789,397,2000-2019,2020-2025,73.79339799886789
Healthcare AI,discriminant analysi,288,141,15.556635877491493,4.070908880933133,-11.485726996558359,0.2846741319793346,fading,69.64698147275452,429,2000-2019,2020-2025,69.64698147275452
Healthcare AI,wavelet transform,278,117,15.016474909523037,3.37798822034877,-11.638486689174266,0.2499271415035579,fading,69.61460968012307,395,2000-2019,2020-2025,69.61460968012307
Healthcare AI,linear discriminant,287,140,15.502619780694648,4.042037186742118,-11.46058259395253,0.283830850759922,fading,69.44108182989878,427,2000-2019,2020-2025,69.44108182989878
Healthcare AI,breast tissue,282,167,15.232539296710419,4.821572929899527,-10.410966366810893,0.3382526386577808,fading,63.603171110680556,449,2000-2019,2020-2025,63.603171110680556
Healthcare AI,sensitivity control,305,219,16.474909523037866,6.322901027832313,-10.152008495205553,0.4019403472267387,fading,63.58607237068587,524,2000-2019,2020-2025,63.58607237068587
Healthcare AI,set abstract,531,685,28.68254739912494,19.777110520845362,-8.905436878279577,0.6948368914995195,fading,63.265506794303136,1216,2000-2019,2020-2025,63.265506794303136
Healthcare AI,abstract data,535,693,28.898611786312323,20.008084074373485,-8.890527711938837,0.697586818841624,fading,63.24682393361343,1228,2000-2019,2020-2025,63.24682393361343
Healthcare AI,fuzzy logic,321,257,17.339167071787394,7.420025407090888,-9.919141664696506,0.44396834085467995,fading,63.098660447031406,578,2000-2019,2020-2025,63.098660447031406
Healthcare AI,data type,537,701,29.006643979906013,20.239057627901605,-8.767586352004408,0.702860604615858,fading,62.44327501632979,1238,2000-2019,2020-2025,62.44327501632979
Healthcare AI,signal processing,322,286,17.393183168584237,8.257304538630327,-9.13587862995391,0.4894212760313028,fading,58.57759349111895,608,2000-2019,2020-2025,58.57759349111895
Healthcare AI,literature culture,262,158,14.152217360773511,4.561727682180391,-9.59048967859312,0.34545813493945976,fading,57.95180782295877,420,2000-2019,2020-2025,57.95180782295877
Healthcare AI,social study,233,107,12.585750553664992,3.089271278438619,-9.496479275226374,0.27428852962762257,fading,55.38235108107877,340,2000-2019,2020-2025,55.38235108107877
Healthcare AI,image texture,208,72,11.235348133743855,2.078761981753089,-9.156586151990766,0.21974311732074733,fading,51.62808028523384,280,2000-2019,2020-2025,51.62808028523384
Healthcare AI,practice education,219,117,11.829525198509156,3.37798822034877,-8.451536978160386,0.3145285935923699,fading,49.18864610183304,336,2000-2019,2020-2025,49.18864610183304
Healthcare AI,radiology practice,217,117,11.721493004915464,3.37798822034877,-8.343504784566694,0.3173088769751003,fading,48.510225910377734,334,2000-2019,2020-2025,48.510225910377734
Healthcare AI,breast masse,209,98,11.2893642305407,2.8294260307194827,-8.459938199821217,0.2824092941411128,fading,48.4762900427654,307,2000-2019,2020-2025,48.4762900427654
Healthcare AI,feature vector,282,263,15.232539296710419,7.593255572236979,-7.63928372447344,0.5144277995815482,fading,48.14749456296552,545,2000-2019,2020-2025,48.14749456296552
Healthcare AI,data mining,1082,1826,58.445416734186786,52.719713592793624,-5.725703141393161,0.9028643199315545,fading,45.66571561953025,2908,2000-2019,2020-2025,45.66571561953025
Healthcare AI,educational social,200,98,10.803219359369091,2.8294260307194827,-7.9737933286496085,0.2945555531451104,fading,45.454158935846195,298,2000-2019,2020-2025,45.454158935846195
Healthcare AI,information retrieval,343,406,18.52752120131799,11.721907841552142,-6.80561335976585,0.6423279055763479,fading,45.05365865699094,749,2000-2019,2020-2025,45.05365865699094
Healthcare AI,contrast vision,232,197,12.531734456868147,5.68772375562998,-6.844010701238167,0.47481966242558366,fading,41.5006108582677,429,2000-2019,2020-2025,41.5006108582677
Healthcare AI,active contour,164,45,8.858639874682655,1.2992262385956808,-7.559413636086974,0.1922529622560876,fading,40.42099758132898,209,2000-2019,2020-2025,40.42099758132898
Healthcare AI,advanced image,418,588,22.5787284610814,16.976556184316895,-5.602172276764506,0.757258191836189,fading,38.737513708475014,1006,2000-2019,2020-2025,38.737513708475014
Healthcare AI,contextual image,744,1217,40.18797601685302,35.13685183046541,-5.051124186387611,0.8758570791455582,fading,38.29620744864692,1961,2000-2019,2020-2025,38.29620744864692
Healthcare AI,filter signal,194,137,10.47912277858802,3.9554221041690725,-6.523700674418947,0.40580856904690393,fading,37.87096291181351,331,2000-2019,2020-2025,37.87096291181351
Healthcare AI,culture study,184,123,9.938961810619565,3.551218385494861,-6.387743425124704,0.38808633070901294,fading,36.60240721399794,307,2000-2019,2020-2025,36.60240721399794
Healthcare AI,mass detection,178,112,9.614865229838491,3.2336297493936943,-6.381235480444797,0.3691230347172219,fading,36.202811724507725,290,2000-2019,2020-2025,36.202811724507725
Healthcare AI,fractal dimension,146,33,7.886350132339437,0.9527659083034993,-6.933584224035938,0.1732298181423817,fading,36.00580369743171,179,2000-2019,2020-2025,36.00580369743171
Healthcare AI,medical imaging,4670,13846,252.2551720412683,399.75747776879547,147.50230572752716,1.5835777940221294,rising,1449.4232220391743,18516,2000-2019,2020-2025,1449.4232220391743
Healthcare AI,learning medical,4003,12510,216.22643547777238,361.1848943295993,144.9584588518269,1.6688545332841684,rising,1407.8313026950757,16513,2000-2019,2020-2025,1407.8313026950757
Healthcare AI,radiomic machine,3988,12427,215.4161940258197,358.788543711745,143.3723496859253,1.664018511130205,rising,1391.573710385725,16415,2000-2019,2020-2025,1391.573710385725
Healthcare AI,cancer detection,15680,32767,846.9723977745368,946.0388035569928,99.06640578245594,1.1168963213935987,rising,1068.7527892822375,48447,2000-2019,2020-2025,1068.7527892822375
Healthcare AI,detection,15692,32772,847.620590936099,946.1831620279478,98.56257109184878,1.116212920833654,rising,1063.351875246532,48464,2000-2019,2020-2025,1063.351875246532
Healthcare AI,neural network,2910,8783,157.1868416788203,253.58009007968587,96.39324840086559,1.611295447195279,rising,902.8992835769022,11693,2000-2019,2020-2025,902.8992835769022
Healthcare AI,detection classification,911,4606,49.20866418192622,132.98302344381568,83.77435926188946,2.6853069910566885,rising,721.7806745287884,5517,2000-2019,2020-2025,721.7806745287884
Healthcare AI,tumor detection,844,4442,45.58958569653757,128.2480655964892,82.65847989995163,2.793430742558427,rising,708.6316653131976,5286,2000-2019,2020-2025,708.6316653131976
Healthcare AI,brain tumor,800,4363,43.212877437476365,125.967201755399,82.75432431792264,2.893133766732429,rising,707.5053443375351,5163,2000-2019,2020-2025,707.5053443375351
Healthcare AI,internal medicine,4268,10364,230.54070112893643,299.2262385956808,68.68553746674436,1.297287608335352,rising,658.7653616301877,14632,2000-2019,2020-2025,658.7653616301877
Healthcare AI,convolutional neural,1345,4994,72.65165019175714,144.18524078992957,71.53359059817242,1.9778807506140572,rising,626.2504077857699,6339,2000-2019,2020-2025,626.2504077857699
Healthcare AI,intelligence healthcare,548,3057,29.600821044671314,88.26076914193325,58.65994809726194,2.9487823275719713,rising,480.4457642229337,3605,2000-2019,2020-2025,480.4457642229337
Healthcare AI,covid-19 diagnosi,421,2669,22.740776751471937,77.05855179581938,54.31777504434744,3.3371755438813926,rising,436.51121655688246,3090,2000-2019,2020-2025,436.51121655688246
Healthcare AI,imaging blood,1970,4935,106.41171068978555,142.48181083265965,36.0701001428741,1.3373821250277709,rising,318.86494709526994,6905,2000-2019,2020-2025,318.86494709526994
Healthcare AI,blood disease,1970,4935,106.41171068978555,142.48181083265965,36.0701001428741,1.3373821250277709,rising,318.86494709526994,6905,2000-2019,2020-2025,318.86494709526994
Healthcare AI,transfer learning,205,1526,11.07329984335332,44.058205335489085,32.984905492135766,3.8500864868786215,rising,245.96949871152546,1731,2000-2019,2020-2025,245.96949871152546
Healthcare AI,artificial neural,1903,4526,102.79263220439691,130.67328790853446,27.880655704137553,1.2699191133881351,rising,244.4779369968411,6429,2000-2019,2020-2025,244.4779369968411
Healthcare AI,digital imaging,2220,5078,119.91573488899692,146.61046310197483,26.694728212977907,1.2216880396701142,rising,237.462758117149,7298,2000-2019,2020-2025,237.462758117149
Healthcare AI,advanced neural,180,1445,9.722897423432183,41.71959810601686,31.996700682584677,4.129905285877579,rising,236.57971053203886,1625,2000-2019,2020-2025,236.57971053203886
Healthcare AI,transformer,4,1110,0.21606438718738183,32.047580552026794,31.831516164839414,45.45342728168612,rising,223.3493245752476,1114,2000-2019,2020-2025,223.3493245752476
Healthcare AI,cancer diagnosi,725,2302,39.161670177712956,66.46264002771683,27.300969850003874,1.6883464495487908,rising,218.8352268629839,3027,2000-2019,2020-2025,218.8352268629839
Healthcare AI,imaging analysi,435,1760,23.497002106627775,50.81418177618663,27.317179669558854,2.1383580143960597,rising,210.18911063758839,2195,2000-2019,2020-2025,210.18911063758839
Healthcare AI,feature linguistic,1471,3601,79.45767838815968,103.96697078184548,24.509292393685797,1.3065283145754165,rising,209.10562692071645,5072,2000-2019,2020-2025,209.10562692071645
Healthcare AI,healthcare education,80,1016,4.321287743747637,29.33364129807137,25.012353554323735,6.187898935665137,rising,175.09484051892008,1096,2000-2019,2020-2025,175.09484051892008
Healthcare AI,attention,44,877,2.3767082590612003,25.320475805520267,22.943767546459068,8.9757019065766,rising,156.62666675467295,921,2000-2019,2020-2025,156.62666675467295
Healthcare AI,adversarial,250,1193,13.504024199211365,34.44393116988105,20.939906970669682,2.495277833913548,rising,152.3414315649322,1443,2000-2019,2020-2025,152.3414315649322
Healthcare AI,histopathological image,313,1276,16.90703829741263,36.84028178773531,19.933243490322678,2.145125503244601,rising,146.9376910078133,1589,2000-2019,2020-2025,146.9376910078133
Healthcare AI,random forest,296,1209,15.988764651866257,34.905878276937294,18.91711362507104,2.1472729476389207,rising,138.42053854772277,1505,2000-2019,2020-2025,138.42053854772277
Healthcare AI,histopathology image,265,1152,14.314265651164046,33.260191708049426,18.94592605688538,2.2788974157079926,rising,137.49063668318345,1417,2000-2019,2020-2025,137.49063668318345
Healthcare AI,cervical cancer,653,1827,35.272511208340084,52.74858528698464,17.476074078644558,1.4885336110977343,rising,136.60028223657338,2480,2000-2019,2020-2025,136.60028223657338
Healthcare AI,adversarial network,228,1078,12.315670069680765,31.123686337914307,18.808016268233544,2.467579624473123,rising,134.95672726638682,1306,2000-2019,2020-2025,134.95672726638682
Healthcare AI,generative adversarial,229,1068,12.36968616647761,30.83496939600416,18.46528322952655,2.43478892885703,rising,132.36985815647074,1297,2000-2019,2020-2025,132.36985815647074
Healthcare AI,breast cancer,6149,11918,332.14497920380273,344.0928513685183,11.94787216471559,1.0359177889692286,rising,117.11182065268184,18067,2000-2019,2020-2025,117.11182065268184
Healthcare AI,cancer prediction,74,709,3.997191162966564,20.470031181429725,16.47284001846316,4.66291745703709,rising,109.78174360983506,783,2000-2019,2020-2025,109.78174360983506
Healthcare AI,ensemble learning,107,750,5.7797223572624645,21.653770643261346,15.874048285998882,3.5278264520151326,rising,107.22291162807791,857,2000-2019,2020-2025,107.22291162807791
Healthcare AI,image synthesi,200,892,10.803219359369091,25.753551218385496,14.950331859016405,2.3226613926256565,rising,104.60271016007601,1092,2000-2019,2020-2025,104.60271016007601
Healthcare AI,network image,204,883,11.019283746556473,25.49370597066636,14.474422224109885,2.2565383875049356,rising,101.20655592210785,1087,2000-2019,2020-2025,101.20655592210785
Healthcare AI,slide image,156,750,8.426511100307891,21.653770643261346,13.227259542953455,2.4817950030328446,rising,90.07952171215786,906,2000-2019,2020-2025,90.07952171215786
Healthcare AI,whole slide,270,938,14.584346135148275,27.08164915117219,12.497303016023915,1.8284948451894611,rising,88.70021865716532,1208,2000-2019,2020-2025,88.70021865716532
Healthcare AI,image classification,850,1964,45.91368227731864,56.704007391153716,10.790325113835074,1.2324815568254983,rising,85.70450455015173,2814,2000-2019,2020-2025,85.70450455015173
Healthcare AI,cancer classification,1380,2934,74.54221357964674,84.70955075643839,10.167337176791648,1.1354882364444174,rising,85.09911354001014,4314,2000-2019,2020-2025,85.09911354001014
Healthcare AI,melanoma detection,168,737,9.074704261870037,21.27843861877815,12.203734356908113,2.2745808145226825,rising,83.09570691669448,905,2000-2019,2020-2025,83.09570691669448
Healthcare AI,cutaneou melanoma,166,720,8.966672068276347,20.787619817530892,11.820947749254545,2.2486909511598676,rising,80.23876086592118,886,2000-2019,2020-2025,80.23876086592118
Healthcare AI,detection management,167,720,9.020688165073192,20.787619817530892,11.7669316524577,2.2359328914505245,rising,79.88536649025549,887,2000-2019,2020-2025,79.88536649025549
Healthcare AI,identification biology,284,906,15.34057149030411,26.157754937059707,10.817183446755596,1.682878357853232,rising,76.61322714527267,1190,2000-2019,2020-2025,76.61322714527267
Healthcare AI,colorectal cancer,640,1537,34.57030194998109,44.375793971590255,9.805492021609162,1.2795953121702293,rising,75.36660314369279,2177,2000-2019,2020-2025,75.36660314369279
Healthcare AI,domain mathematical,141,651,7.6162696483552095,18.79547291835085,11.17920326999564,2.377381944457839,rising,74.63038478921311,792,2000-2019,2020-2025,74.63038478921311
